date,revenue
06-01-2015,2573.82
06-01-2015,6.54
06-01-2015,5.48
06-01-2015,609.98
06-01-2015,31.12
06-01-2015,391.98
06-01-2015,755.96
07-01-2015,76.728
07-01-2015,10.43
09-01-2015,9.344
09-01-2015,31.2
10-01-2015,2.89
10-01-2015,51.94
11-01-2015,9.94
13-01-2015,11.36
13-01-2015,50.94
13-01-2015,646.74
13-01-2015,5.64
13-01-2015,572.58
13-01-2015,545.94
13-01-2015,333.999
13-01-2015,37.408
13-01-2015,3.438
13-01-2015,19.9
13-01-2015,1325.85
14-01-2015,61.96
15-01-2015,149.95
16-01-2015,127.104
16-01-2015,124.2
16-01-2015,18.588
16-01-2015,30.072
18-01-2015,64.864
19-01-2015,181.47
19-01-2015,56.064
19-01-2015,108.72
19-01-2015,32.34
20-01-2015,272.94
20-01-2015,14.73
20-01-2015,1067.94
20-01-2015,38.6
20-01-2015,19.3
20-01-2015,13.98
20-01-2015,66.58
20-01-2015,43.92
20-01-2015,19.05
20-01-2015,29.7
20-01-2015,247.716
20-01-2015,6.63
20-01-2015,23.34
20-01-2015,22.96
20-01-2015,19.36
20-01-2015,699.93
20-01-2015,67.194
21-01-2015,25.248
23-01-2015,5.94
23-01-2015,40.08
26-01-2015,141.96
26-01-2015,10.68
26-01-2015,12.42
26-01-2015,62.82
26-01-2015,16.68
26-01-2015,19.44
26-01-2015,489.92
26-01-2015,187.98
26-01-2015,155.35
27-01-2015,333
27-01-2015,57.23
27-01-2015,36.44
28-01-2015,3.928
30-01-2015,10.56
30-01-2015,229.94
31-01-2015,290.666
01-02-2015,468.9
02-02-2015,18.336
02-02-2015,180.96
02-02-2015,12.35
03-02-2015,83.84
03-02-2015,13.272
04-02-2015,17.248
04-02-2015,34.24
04-02-2015,82.896
06-02-2015,8.952
06-02-2015,15
06-02-2015,161.61
06-02-2015,144.95
07-02-2015,115.36
07-02-2015,64.96
08-02-2015,14.56
11-02-2015,60.89
11-02-2015,332.94
11-02-2015,1256.22
11-02-2015,9.64
11-02-2015,64.96
11-02-2015,51.9
11-02-2015,14.94
11-02-2015,17.46
11-02-2015,234.45
12-02-2015,129.568
14-02-2015,16.176
14-02-2015,81.96
14-02-2015,238.62
14-02-2015,239.97
15-02-2015,21.36
16-02-2015,7.96
16-02-2015,1.08
17-02-2015,54.208
18-02-2015,25.16
18-02-2015,12.624
20-02-2015,20.32
20-02-2015,62.31
20-02-2015,12.96
21-02-2015,8.85
22-02-2015,19.44
23-02-2015,6.936
23-02-2015,4.428
24-02-2015,22.776
24-02-2015,32.896
27-02-2015,19.456
01-03-2015,457.568
01-03-2015,376.509
01-03-2015,362.25
01-03-2015,63.552
01-03-2015,129.552
01-03-2015,137.352
01-03-2015,18.84
01-03-2015,634.116
01-03-2015,17.472
01-03-2015,5.94
02-03-2015,3.424
02-03-2015,151.2
02-03-2015,11.36
02-03-2015,36.4
03-03-2015,19.456
03-03-2015,626.352
03-03-2015,176.772
03-03-2015,302.45
03-03-2015,15.12
03-03-2015,44.672
03-03-2015,125.76
03-03-2015,25.32
03-03-2015,9.99
04-03-2015,354.9
04-03-2015,15.552
05-03-2015,97.82
05-03-2015,18.62
05-03-2015,59.52
05-03-2015,49.632
05-03-2015,479.97
07-03-2015,48.712
07-03-2015,17.94
07-03-2015,242.94
07-03-2015,481.568
07-03-2015,436.704
07-03-2015,20.65
07-03-2015,204.9
07-03-2015,107.648
10-03-2015,22.38
10-03-2015,636.408
10-03-2015,83.168
11-03-2015,8.32
11-03-2015,108.92
11-03-2015,10.464
11-03-2015,7.98
11-03-2015,146.76
11-03-2015,14.94
11-03-2015,32.96
11-03-2015,587.97
14-03-2015,80.98
14-03-2015,21.36
14-03-2015,62.048
14-03-2015,33.088
14-03-2015,82.8
14-03-2015,3.38
14-03-2015,10.56
14-03-2015,1139.92
14-03-2015,8.448
14-03-2015,91.056
14-03-2015,574.91
15-03-2015,142.776
15-03-2015,45.696
15-03-2015,7.218
15-03-2015,43.188
15-03-2015,131.904
16-03-2015,471.92
17-03-2015,5.184
17-03-2015,4.448
17-03-2015,15.552
17-03-2015,93.78
17-03-2015,19.68
17-03-2015,35.88
17-03-2015,47.18
17-03-2015,53.4
17-03-2015,613.908
17-03-2015,1071.576
17-03-2015,1579.746
17-03-2015,126.624
17-03-2015,155.04
17-03-2015,34.86
17-03-2015,30.44
17-03-2015,12.96
17-03-2015,32.67
17-03-2015,11.43
17-03-2015,16
18-03-2015,1198.33
18-03-2015,30.768
18-03-2015,122.352
18-03-2015,111
18-03-2015,8.016
18-03-2015,18.936
18-03-2015,21.376
18-03-2015,1856.19
18-03-2015,821.3
18-03-2015,22638.48
18-03-2015,1279.968
19-03-2015,20.016
19-03-2015,4.992
19-03-2015,26.16
19-03-2015,11.808
19-03-2015,33.57
19-03-2015,170.24
19-03-2015,323.976
21-03-2015,7.408
21-03-2015,6.048
21-03-2015,218.376
21-03-2015,32.952
21-03-2015,59.2
21-03-2015,122.94
21-03-2015,122.97
21-03-2015,9.32
21-03-2015,14.4
21-03-2015,16.272
21-03-2015,3499.93
22-03-2015,16.28
22-03-2015,7.644
22-03-2015,51.465
22-03-2015,314.352
22-03-2015,74.352
23-03-2015,9.912
23-03-2015,330.4
23-03-2015,604.752
24-03-2015,40.48
24-03-2015,24.9
25-03-2015,366.786
25-03-2015,14.88
25-03-2015,6.56
25-03-2015,25.44
25-03-2015,45.48
26-03-2015,18.75
26-03-2015,3.36
26-03-2015,27.936
26-03-2015,28.784
26-03-2015,66.3
28-03-2015,1184.72
28-03-2015,6.12
28-03-2015,330.588
28-03-2015,302.376
29-03-2015,890.841
30-03-2015,205.666
30-03-2015,129.3
30-03-2015,49.65
30-03-2015,10.5
30-03-2015,44.4
30-03-2015,15.84
30-03-2015,127.302
30-03-2015,335.72
30-03-2015,251.944
31-03-2015,1125.488
31-03-2015,0.852
31-03-2015,4.032
31-03-2015,12.645
31-03-2015,8.134
31-03-2015,52.98
31-03-2015,673.568
31-03-2015,79.984
31-03-2015,1.869
01-04-2015,29.6
01-04-2015,17.088
01-04-2015,6.24
01-04-2015,66.96
02-04-2015,26.72
02-04-2015,33.488
02-04-2015,15.84
02-04-2015,154.9
02-04-2015,1049.93
02-04-2015,177.68
03-04-2015,11.16
03-04-2015,159.98
03-04-2015,62.31
04-04-2015,5.47
04-04-2015,79.36
04-04-2015,7.184
04-04-2015,12.96
04-04-2015,19.44
04-04-2015,232.55
04-04-2015,99.98
04-04-2015,18.9
05-04-2015,55.48
05-04-2015,26.7
05-04-2015,13.89
05-04-2015,40.2
05-04-2015,689.82
05-04-2015,52.096
05-04-2015,49.632
05-04-2015,12.96
05-04-2015,4164.05
05-04-2015,22.96
05-04-2015,22.96
05-04-2015,115.36
05-04-2015,28.99
06-04-2015,44.91
06-04-2015,91.96
06-04-2015,653.55
06-04-2015,33.11
06-04-2015,70.95
06-04-2015,65.568
06-04-2015,55.48
06-04-2015,19.44
06-04-2015,299.97
06-04-2015,33.9
06-04-2015,154.764
06-04-2015,10.304
06-04-2015,116.784
07-04-2015,8.96
07-04-2015,122.97
07-04-2015,629.95
07-04-2015,58.32
07-04-2015,200.97
08-04-2015,172.11
08-04-2015,1215.92
08-04-2015,2.368
08-04-2015,19.008
08-04-2015,99.592
08-04-2015,49.792
08-04-2015,399.96
11-04-2015,10.368
11-04-2015,6.912
11-04-2015,87.08
11-04-2015,9.584
11-04-2015,383.976
11-04-2015,335.944
11-04-2015,217.44
11-04-2015,105.584
11-04-2015,758.352
12-04-2015,32.4
12-04-2015,308.499
12-04-2015,39.68
12-04-2015,18.088
12-04-2015,438.368
12-04-2015,1075.088
13-04-2015,17.856
13-04-2015,509.97
13-04-2015,30.992
13-04-2015,71.928
13-04-2015,7.83
15-04-2015,187.76
15-04-2015,106.96
16-04-2015,39.072
18-04-2015,317.058
18-04-2015,2.688
18-04-2015,149.352
18-04-2015,11.62
18-04-2015,13.12
18-04-2015,10.75
18-04-2015,227.976
18-04-2015,287.968
19-04-2015,58.05
19-04-2015,71.28
19-04-2015,76.14
20-04-2015,401.59
20-04-2015,744.1
20-04-2015,59.92
20-04-2015,44.84
21-04-2015,16.52
21-04-2015,828.84
22-04-2015,247.84
22-04-2015,9.912
23-04-2015,2.502
23-04-2015,22.336
23-04-2015,281.372
23-04-2015,281.372
23-04-2015,48.91
23-04-2015,7.488
25-04-2015,302.376
25-04-2015,303.25
25-04-2015,1487.04
25-04-2015,10.368
25-04-2015,6.24
25-04-2015,270.72
26-04-2015,230.28
26-04-2015,18.288
26-04-2015,12.6
26-04-2015,21.4
28-04-2015,1679.96
28-04-2015,3.15
28-04-2015,5.34
28-04-2015,20.86
28-04-2015,497.61
28-04-2015,177.568
28-04-2015,6.912
28-04-2015,27.096
28-04-2015,159.98
29-04-2015,17.46
29-04-2015,51.96
29-04-2015,17.94
29-04-2015,19.98
29-04-2015,561.584
29-04-2015,99.92
30-04-2015,174.95
30-04-2015,826
30-04-2015,47.79
02-05-2015,26.136
02-05-2015,479.984
03-05-2015,10.896
03-05-2015,40.176
03-05-2015,21.56
04-05-2015,27.46
04-05-2015,37.84
04-05-2015,5.472
04-05-2015,46.8
04-05-2015,12.18
04-05-2015,57.68
05-05-2015,127.869
05-05-2015,6.56
05-05-2015,24.56
05-05-2015,9.42
05-05-2015,35.44
05-05-2015,11.88
05-05-2015,45.248
06-05-2015,5.78
06-05-2015,107.94
06-05-2015,140.736
07-05-2015,872.32
07-05-2015,194.25
07-05-2015,8.64
07-05-2015,16.14
08-05-2015,1799.97
09-05-2015,67.8
09-05-2015,167.97
09-05-2015,9.45
09-05-2015,83.25
09-05-2015,20.65
09-05-2015,45.36
10-05-2015,349.965
10-05-2015,256.784
10-05-2015,22.32
10-05-2015,39.96
10-05-2015,158.13
10-05-2015,41.04
10-05-2015,1432
10-05-2015,43.6
11-05-2015,58.112
11-05-2015,100.792
11-05-2015,66.112
11-05-2015,46.864
11-05-2015,1212.96
11-05-2015,35.91
11-05-2015,17.472
11-05-2015,104.58
12-05-2015,34.79
12-05-2015,700.056
13-05-2015,55.5
13-05-2015,149.97
13-05-2015,279.456
13-05-2015,8
13-05-2015,7.104
13-05-2015,398.352
14-05-2015,310.88
16-05-2015,56.4
16-05-2015,232.88
17-05-2015,91.68
18-05-2015,149.232
18-05-2015,3.984
18-05-2015,15.936
18-05-2015,779.796
19-05-2015,34.2
19-05-2015,57.42
20-05-2015,10.332
20-05-2015,139.86
20-05-2015,10.368
20-05-2015,66.96
20-05-2015,33.28
20-05-2015,38.52
20-05-2015,20.784
21-05-2015,2715.93
21-05-2015,617.97
21-05-2015,107.772
21-05-2015,4.832
21-05-2015,56.064
21-05-2015,18.24
21-05-2015,17.94
21-05-2015,245.88
21-05-2015,447.86
21-05-2015,31.84
22-05-2015,44.95
22-05-2015,135.98
23-05-2015,3.282
23-05-2015,21.168
23-05-2015,55.188
23-05-2015,208.16
23-05-2015,5.04
23-05-2015,17.96
23-05-2015,12.96
24-05-2015,116.28
25-05-2015,29.32
25-05-2015,75.6
25-05-2015,14.62
26-05-2015,359.772
26-05-2015,225.296
26-05-2015,13.392
26-05-2015,102.624
26-05-2015,290.666
26-05-2015,201.584
26-05-2015,83.984
26-05-2015,48.4
27-05-2015,567.12
27-05-2015,359.32
27-05-2015,17.46
27-05-2015,99.99
27-05-2015,1113.504
28-05-2015,136.96
28-05-2015,27.6
28-05-2015,57.408
30-05-2015,355.455
30-05-2015,70.368
30-05-2015,235.95
30-05-2015,39.96
30-05-2015,25.584
30-05-2015,13.62
30-05-2015,464
30-05-2015,719.976
31-05-2015,113.73
31-05-2015,659.97
01-06-2015,2001.86
01-06-2015,166.72
01-06-2015,47.88
01-06-2015,1503.25
01-06-2015,25.92
01-06-2015,45.48
01-06-2015,289.2
01-06-2015,22.2
01-06-2015,881.93
01-06-2015,138.56
01-06-2015,65.52
02-06-2015,59.808
02-06-2015,73.32
02-06-2015,8.56
02-06-2015,356.94
02-06-2015,239.97
03-06-2015,61.544
03-06-2015,515.88
03-06-2015,132.696
03-06-2015,15.936
03-06-2015,15.28
04-06-2015,13.96
04-06-2015,56.96
04-06-2015,353.568
04-06-2015,15.56
04-06-2015,16.224
06-06-2015,13.36
06-06-2015,13.984
06-06-2015,24.588
06-06-2015,62.016
06-06-2015,1.365
06-06-2015,991.764
06-06-2015,17.14
06-06-2015,149.544
06-06-2015,100.24
07-06-2015,12.462
07-06-2015,268.935
08-06-2015,585.552
08-06-2015,1676.88
08-06-2015,68.48
08-06-2015,170.352
09-06-2015,48.86
09-06-2015,7.28
09-06-2015,907.152
09-06-2015,18.504
09-06-2015,114.9
09-06-2015,1706.184
09-06-2015,911.424
09-06-2015,7.992
09-06-2015,63.984
09-06-2015,70.368
09-06-2015,7.36
09-06-2015,23.1
09-06-2015,1441.3
09-06-2015,37.4
09-06-2015,79.14
09-06-2015,18.06
10-06-2015,491.55
13-06-2015,14.52
14-06-2015,212.94
15-06-2015,99.918
15-06-2015,797.944
15-06-2015,8.568
15-06-2015,36.544
16-06-2015,647.84
16-06-2015,35
16-06-2015,41.4
16-06-2015,39.552
17-06-2015,6.24
17-06-2015,62.016
17-06-2015,17.9
17-06-2015,3266.376
17-06-2015,65.97
18-06-2015,139.8
20-06-2015,193.0656
20-06-2015,3.52
20-06-2015,471.9
20-06-2015,11.648
20-06-2015,15.552
20-06-2015,509.488
20-06-2015,3.392
20-06-2015,201.584
20-06-2015,418.8
21-06-2015,104.01
21-06-2015,284.82
21-06-2015,36.84
21-06-2015,3.984
21-06-2015,59.7
21-06-2015,19.65
21-06-2015,21.4
21-06-2015,25.164
21-06-2015,11.088
21-06-2015,3.76
21-06-2015,44.416
21-06-2015,24.896
21-06-2015,9.006
21-06-2015,617.97
21-06-2015,1214.85
21-06-2015,1322.93
21-06-2015,95.968
21-06-2015,206.991
22-06-2015,196.752
22-06-2015,170.058
22-06-2015,853.93
22-06-2015,161.94
22-06-2015,501.81
22-06-2015,8.226
22-06-2015,82.782
23-06-2015,3.104
23-06-2015,20.016
23-06-2015,86.376
24-06-2015,4.272
25-06-2015,447.84
25-06-2015,9.328
25-06-2015,71.632
25-06-2015,263.96
27-06-2015,85.98
27-06-2015,306.2
27-06-2015,223.96
28-06-2015,41.472
28-06-2015,3.168
28-06-2015,1228.465
28-06-2015,31.086
28-06-2015,335.52
28-06-2015,6.08
29-06-2015,32.76
29-06-2015,13.92
30-06-2015,5.248
30-06-2015,310.688
30-06-2015,6.6
30-06-2015,2.688
30-06-2015,334.768
30-06-2015,32.4
30-06-2015,25.92
30-06-2015,21.312
01-07-2015,19.92
01-07-2015,5.184
01-07-2015,575.92
02-07-2015,5.58
02-07-2015,73.98
04-07-2015,21.84
04-07-2015,15.6
04-07-2015,32.432
04-07-2015,177.536
05-07-2015,479.97
05-07-2015,14.62
05-07-2015,19.44
05-07-2015,220.776
05-07-2015,281.424
05-07-2015,19.52
05-07-2015,213.216
05-07-2015,9.81
05-07-2015,4.368
05-07-2015,180.96
06-07-2015,559.992
06-07-2015,478.48
07-07-2015,69.008
07-07-2015,172.186
08-07-2015,63.882
08-07-2015,502.488
08-07-2015,196.704
09-07-2015,10.368
09-07-2015,14.352
09-07-2015,119.833
09-07-2015,2.88
09-07-2015,5.56
09-07-2015,23.92
09-07-2015,32.4
09-07-2015,41.904
09-07-2015,14.304
11-07-2015,10.368
11-07-2015,49.12
11-07-2015,18.28
11-07-2015,575.968
11-07-2015,164.85
11-07-2015,854.94
11-07-2015,124.11
11-07-2015,14.4
11-07-2015,177.2
11-07-2015,197.97
12-07-2015,7.712
12-07-2015,698.352
12-07-2015,123.136
12-07-2015,35.856
12-07-2015,11.264
12-07-2015,23.84
12-07-2015,512.358
12-07-2015,3.488
12-07-2015,16.032
12-07-2015,22.288
12-07-2015,249.75
12-07-2015,255.936
13-07-2015,351.216
14-07-2015,31.984
14-07-2015,41.584
14-07-2015,55.92
14-07-2015,13.494
14-07-2015,23.988
14-07-2015,17.94
14-07-2015,29.932
14-07-2015,39.48
14-07-2015,38.272
15-07-2015,6.54
15-07-2015,2.97
18-07-2015,13.904
18-07-2015,259.136
19-07-2015,70.56
19-07-2015,3.81
19-07-2015,20.88
19-07-2015,359.98
19-07-2015,6.096
20-07-2015,43.02
20-07-2015,104.85
20-07-2015,22.83
20-07-2015,19.92
20-07-2015,8.704
20-07-2015,89.712
20-07-2015,25.984
20-07-2015,27.36
20-07-2015,11.96
20-07-2015,535.41
20-07-2015,13.12
20-07-2015,41.94
20-07-2015,981.372
20-07-2015,16.74
20-07-2015,342.864
21-07-2015,35.98
21-07-2015,657.93
21-07-2015,272.848
21-07-2015,801.568
21-07-2015,87.92
21-07-2015,1.044
21-07-2015,4.992
21-07-2015,99.2
22-07-2015,5.96
22-07-2015,159.98
22-07-2015,717.72
22-07-2015,170.352
22-07-2015,26.632
22-07-2015,11.52
22-07-2015,236.5
22-07-2015,19.68
23-07-2015,8.16
23-07-2015,1023.936
23-07-2015,9.24
23-07-2015,479.04
23-07-2015,99.98
23-07-2015,40.7
23-07-2015,45
23-07-2015,302.376
23-07-2015,604.752
25-07-2015,77.92
25-07-2015,53.72
25-07-2015,8187.65
25-07-2015,6.48
25-07-2015,15.52
26-07-2015,17.496
26-07-2015,67.88
26-07-2015,25.71
26-07-2015,134.01
26-07-2015,674.352
26-07-2015,123.552
26-07-2015,4.836
26-07-2015,16.784
26-07-2015,8.88
26-07-2015,2177.584
26-07-2015,162.89
26-07-2015,431.136
26-07-2015,170.97
26-07-2015,911.984
26-07-2015,111.93
27-07-2015,238
27-07-2015,276.28
27-07-2015,65.78
28-07-2015,129.888
28-07-2015,14.32
28-07-2015,48.944
30-07-2015,1367.84
01-08-2015,19.752
01-08-2015,44.128
01-08-2015,62.92
01-08-2015,78.304
01-08-2015,17.544
01-08-2015,5.68
02-08-2015,838.38
02-08-2015,26.7
02-08-2015,21.2
03-08-2015,218.75
03-08-2015,2.6
03-08-2015,39.96
03-08-2015,102.3
03-08-2015,21.36
03-08-2015,93.024
04-08-2015,1089.75
04-08-2015,16.4
04-08-2015,158.9
04-08-2015,447.84
04-08-2015,13.184
04-08-2015,399.96
04-08-2015,101.96
04-08-2015,259.74
04-08-2015,255.42
05-08-2015,20.94
05-08-2015,110.96
05-08-2015,340.144
05-08-2015,489.23
05-08-2015,45.98
05-08-2015,15.78
05-08-2015,16.36
05-08-2015,1133.35
05-08-2015,4.56
05-08-2015,79.47
05-08-2015,15.96
05-08-2015,135.99
06-08-2015,62.91
06-08-2015,199.98
08-08-2015,76.12
08-08-2015,1199.976
08-08-2015,445.96
08-08-2015,327.76
08-08-2015,155.456
08-08-2015,121.376
08-08-2015,423.28
08-08-2015,95.976
08-08-2015,53.88
08-08-2015,38.34
08-08-2015,167.535
08-08-2015,549.99
08-08-2015,299.98
09-08-2015,178.384
09-08-2015,15.552
09-08-2015,5.98
09-08-2015,4.464
09-08-2015,2060.744
09-08-2015,9.345
09-08-2015,20.88
09-08-2015,219.168
09-08-2015,1091.168
11-08-2015,12.35
11-08-2015,375.34
11-08-2015,40.97
11-08-2015,22.96
12-08-2015,85.44
12-08-2015,14.04
12-08-2015,272.61
12-08-2015,806.336
12-08-2015,196.21
12-08-2015,2.952
12-08-2015,5.552
12-08-2015,47.96
12-08-2015,211.248
12-08-2015,31.104
12-08-2015,158.928
15-08-2015,195.136
15-08-2015,30.96
15-08-2015,62.94
15-08-2015,152.24
15-08-2015,91.36
15-08-2015,152.91
15-08-2015,92.94
15-08-2015,46.44
15-08-2015,17.856
16-08-2015,853.092
17-08-2015,15.552
17-08-2015,17.96
17-08-2015,114.2
17-08-2015,12.67
17-08-2015,339.96
19-08-2015,638.82
19-08-2015,9.184
19-08-2015,76.776
19-08-2015,10.72
19-08-2015,289.24
19-08-2015,69.456
19-08-2015,344.91
20-08-2015,421.372
20-08-2015,500.24
20-08-2015,896.99
20-08-2015,20.12
22-08-2015,11.56
22-08-2015,7.632
22-08-2015,3.912
23-08-2015,4.224
23-08-2015,45.92
23-08-2015,25.92
23-08-2015,6.8
23-08-2015,15.552
23-08-2015,31.104
23-08-2015,223.056
23-08-2015,143.64
23-08-2015,49.568
23-08-2015,19.44
24-08-2015,13.28
24-08-2015,12.672
24-08-2015,8.288
24-08-2015,25.5
25-08-2015,40.096
25-08-2015,4.72
25-08-2015,23.976
25-08-2015,130.464
25-08-2015,12.384
25-08-2015,25.68
25-08-2015,1007.944
25-08-2015,6.28
25-08-2015,2.862
25-08-2015,6.528
25-08-2015,20.856
25-08-2015,25.92
25-08-2015,48.84
25-08-2015,95.1
26-08-2015,176.8
26-08-2015,10.68
26-08-2015,3.38
26-08-2015,17.34
26-08-2015,8.64
26-08-2015,149.97
27-08-2015,8.56
27-08-2015,213.48
27-08-2015,22.72
27-08-2015,13.36
27-08-2015,1202.94
27-08-2015,29.12
27-08-2015,579.95
29-08-2015,174.0585
29-08-2015,29.808
29-08-2015,505.176
29-08-2015,109.92
29-08-2015,13.36
30-08-2015,95.94
30-08-2015,25.3
31-08-2015,92.52
01-09-2015,31.104
01-09-2015,3.648
01-09-2015,53.94
01-09-2015,23.744
01-09-2015,357
02-09-2015,70.71
02-09-2015,19.9
02-09-2015,21.24
02-09-2015,14.94
02-09-2015,57.75
02-09-2015,1793.98
02-09-2015,239.976
02-09-2015,475.944
02-09-2015,559.71
03-09-2015,14.4
03-09-2015,7.68
05-09-2015,31.984
05-09-2015,264.32
06-09-2015,41.88
06-09-2015,58.48
07-09-2015,57.69
07-09-2015,821.88
07-09-2015,12.96
07-09-2015,42.81
07-09-2015,13.16
07-09-2015,3.828
07-09-2015,304.99
07-09-2015,104.85
07-09-2015,377.97
07-09-2015,42.368
07-09-2015,20.56
07-09-2015,27.36
07-09-2015,83.92
07-09-2015,64.784
07-09-2015,32.382
07-09-2015,399.54
07-09-2015,200.795
07-09-2015,161.96
07-09-2015,429.9
07-09-2015,21.864
07-09-2015,2.92
07-09-2015,32.06
07-09-2015,19.86
07-09-2015,196.776
07-09-2015,46.688
08-09-2015,9.936
08-09-2015,8159.952
08-09-2015,275.928
08-09-2015,1740.06
08-09-2015,32.064
08-09-2015,177.98
08-09-2015,143.976
08-09-2015,49.98
08-09-2015,51.184
08-09-2015,966.7
08-09-2015,975.92
08-09-2015,17.904
08-09-2015,182.112
08-09-2015,45
08-09-2015,5.88
08-09-2015,485.88
08-09-2015,303.84
08-09-2015,8.608
08-09-2015,209.97
08-09-2015,16.78
08-09-2015,32.97
08-09-2015,83.88
08-09-2015,172.764
08-09-2015,3.52
08-09-2015,14.97
08-09-2015,4.02
08-09-2015,56.65
09-09-2015,103.6
09-09-2015,17.472
09-09-2015,10.896
09-09-2015,15.552
09-09-2015,64.704
09-09-2015,135.516
09-09-2015,1299.99
09-09-2015,785.88
09-09-2015,26.2
09-09-2015,166.44
09-09-2015,1325.85
09-09-2015,60.672
09-09-2015,30.816
10-09-2015,254.9
10-09-2015,1487.04
10-09-2015,81.92
10-09-2015,21.728
10-09-2015,9.64
11-09-2015,127.95
12-09-2015,69.99
12-09-2015,10.368
12-09-2015,166.84
12-09-2015,15.216
12-09-2015,3785.292
12-09-2015,5.18
12-09-2015,63.924
12-09-2015,40.56
12-09-2015,331.96
12-09-2015,357.93
12-09-2015,57.4
13-09-2015,18.648
13-09-2015,15.552
13-09-2015,252
13-09-2015,14.19
13-09-2015,48.94
13-09-2015,22.66
13-09-2015,7.3
13-09-2015,5.7
13-09-2015,2.502
13-09-2015,5.46
13-09-2015,199.98
13-09-2015,118
13-09-2015,144.96
13-09-2015,79.4
13-09-2015,340.116
14-09-2015,52.448
14-09-2015,20.16
14-09-2015,449.15
14-09-2015,11.07
14-09-2015,13
14-09-2015,13.128
14-09-2015,464.292
14-09-2015,142.4
14-09-2015,601.3
14-09-2015,68.46
14-09-2015,44.82
14-09-2015,7.16
14-09-2015,16.99
14-09-2015,287.97
14-09-2015,2799.96
14-09-2015,9.96
14-09-2015,6.848
14-09-2015,6.048
14-09-2015,8.552
15-09-2015,14.56
15-09-2015,14.94
15-09-2015,103.936
16-09-2015,33.552
17-09-2015,5.892
17-09-2015,35.34
17-09-2015,4.624
17-09-2015,30.28
17-09-2015,182.94
17-09-2015,57.93
17-09-2015,5.248
17-09-2015,38.256
17-09-2015,137.24
17-09-2015,40.24
17-09-2015,148.704
17-09-2015,47.984
17-09-2015,55.92
17-09-2015,29.925
19-09-2015,3059.982
19-09-2015,2519.958
19-09-2015,7.16
19-09-2015,67.344
19-09-2015,2624.985
19-09-2015,887.103
19-09-2015,73.915
19-09-2015,92.52
19-09-2015,5.67
20-09-2015,617.7
20-09-2015,9.96
20-09-2015,21.72
20-09-2015,493.43
20-09-2015,631.782
20-09-2015,801.568
20-09-2015,362.94
20-09-2015,164.22
20-09-2015,30.98
20-09-2015,75.18
20-09-2015,11.12
20-09-2015,629.95
20-09-2015,1349.91
20-09-2015,59.98
20-09-2015,2.816
20-09-2015,8.56
20-09-2015,43.92
20-09-2015,20.232
21-09-2015,246.384
21-09-2015,1799.97
21-09-2015,6.57
21-09-2015,15.56
21-09-2015,59.52
21-09-2015,19.35
21-09-2015,78.35
21-09-2015,38.52
21-09-2015,239.984
21-09-2015,6.48
21-09-2015,25.96
21-09-2015,36.27
21-09-2015,8.544
21-09-2015,11.352
21-09-2015,20.808
21-09-2015,66.03
22-09-2015,4.608
22-09-2015,97.44
22-09-2015,579.528
22-09-2015,13.04
22-09-2015,3.984
22-09-2015,40.68
22-09-2015,169.45
22-09-2015,331.536
23-09-2015,9.84
23-09-2015,34.5
23-09-2015,139.44
23-09-2015,12.94
23-09-2015,9449.95
23-09-2015,32.4
23-09-2015,404.9
23-09-2015,435.999
23-09-2015,11.12
23-09-2015,83.984
23-09-2015,18.464
23-09-2015,28.8
24-09-2015,211.96
25-09-2015,300.5328
25-09-2015,3.264
25-09-2015,33.792
25-09-2015,2.724
25-09-2015,14.576
26-09-2015,145.568
26-09-2015,153.824
26-09-2015,21.184
26-09-2015,0.876
26-09-2015,143.952
26-09-2015,41.376
26-09-2015,5.97
26-09-2015,585.552
26-09-2015,19.44
26-09-2015,32.896
26-09-2015,16.704
26-09-2015,310.12
26-09-2015,3.152
27-09-2015,87.54
27-09-2015,603.92
27-09-2015,81.98
28-09-2015,337.088
28-09-2015,46.26
28-09-2015,10.688
28-09-2015,96.256
29-09-2015,117.36
29-09-2015,204.6
29-09-2015,77.52
29-09-2015,18.9
29-09-2015,1395.54
29-09-2015,6.48
29-09-2015,62.18
29-09-2015,8.72
29-09-2015,807.75
29-09-2015,10.048
29-09-2015,686.32
29-09-2015,67.176
29-09-2015,409.272
29-09-2015,4.224
29-09-2015,20.928
29-09-2015,1801.632
29-09-2015,55.44
29-09-2015,6.16
29-09-2015,2348.82
30-09-2015,48.94
30-09-2015,15.552
30-09-2015,69.216
30-09-2015,43.176
30-09-2015,15.24
30-09-2015,795.408
01-10-2015,4.71
02-10-2015,4.672
02-10-2015,9.408
02-10-2015,15.36
02-10-2015,12.768
02-10-2015,7.16
02-10-2015,318.4
02-10-2015,230.376
03-10-2015,258.279
03-10-2015,31.776
03-10-2015,55.984
03-10-2015,14.48
03-10-2015,4.928
03-10-2015,4.344
03-10-2015,15.072
03-10-2015,1.788
03-10-2015,142.488
03-10-2015,143.432
03-10-2015,122.352
03-10-2015,61.568
03-10-2015,6.192
04-10-2015,589.41
04-10-2015,29.24
04-10-2015,14.45
04-10-2015,95.648
05-10-2015,91.92
05-10-2015,99.98
06-10-2015,9.09
06-10-2015,83.92
06-10-2015,386.34
06-10-2015,15.36
07-10-2015,129.92
07-10-2015,107.44
08-10-2015,123.92
08-10-2015,23.472
09-10-2015,144.6
09-10-2015,15.992
09-10-2015,88.768
